time[s], delta_E_total[W/m^3], delta_E_cx[W/m^3], delta_E_el[W/m^3]
  3.330000E-006, -5.919079E+005, -4.523053E+006,  3.931145E+006
  3.340000E-006,  4.316751E+006,  1.267617E+006,  3.049134E+006
  3.350000E-006, -4.304327E+006, -4.648833E+006,  3.445067E+005
  3.360000E-006, -5.420328E+005,  1.403284E+006, -1.945317E+006
  3.370000E-006,  5.529784E+006,  3.398061E+006,  2.131722E+006
  3.380000E-006, -1.590441E+006,  4.183162E+005, -2.008757E+006
  3.390000E-006,  4.085308E+006,  1.948086E+006,  2.137222E+006
  3.400000E-006,  1.745557E+006, -1.366701E+006,  3.112258E+006
  3.410000E-006,  8.746587E+005, -2.505116E+005,  1.125170E+006
  3.420000E-006, -4.335391E+006, -1.725900E+006, -2.609490E+006
  3.430000E-006, -1.566451E+006,  1.606102E+006, -3.172553E+006
  3.440000E-006,  4.631183E+005, -4.799604E+005,  9.430787E+005
  3.450000E-006, -7.855679E+004,  2.833835E+005, -3.619403E+005
  3.460000E-006, -3.603733E+006, -4.016695E+006,  4.129620E+005
  3.470000E-006, -3.796399E+006, -3.883383E+006,  8.698456E+004
  3.480000E-006,  1.763404E+006,  1.727558E+006,  3.584611E+004
  3.490000E-006,  1.999064E+006,  7.678406E+005,  1.231224E+006
  3.500000E-006, -3.975539E+005,  9.711268E+005, -1.368681E+006
  3.510000E-006,  5.889261E+005,  7.006307E+004,  5.188630E+005
  3.520000E-006, -1.700910E+006, -1.192195E+006, -5.087149E+005
  3.530000E-006,  2.068855E+005,  1.173652E+006, -9.667661E+005
  3.540000E-006, -5.621174E+005, -1.586335E+006,  1.024218E+006
  3.550000E-006,  5.134580E+006,  2.233611E+006,  2.900969E+006
  3.560000E-006,  4.164618E+005, -1.249592E+006,  1.666054E+006
  3.570000E-006,  2.245784E+005, -2.094980E+006,  2.319558E+006
  3.580000E-006, -1.834746E+006, -1.908000E+006,  7.325375E+004
  3.590000E-006,  4.154124E+006,  6.632825E+005,  3.490842E+006
  3.600000E-006, -5.716931E+006, -5.042712E+006, -6.742192E+005
  3.610000E-006,  1.655988E+005, -1.098172E+006,  1.263770E+006
  3.620000E-006,  5.187498E+006,  3.739746E+006,  1.447753E+006
  3.630000E-006,  2.517986E+006,  7.530676E+005,  1.764918E+006
  3.640000E-006, -1.023803E+006,  8.152285E+005, -1.839032E+006
  3.650000E-006, -3.235229E+006, -9.078467E+005, -2.327382E+006
  3.660000E-006,  1.384300E+006,  1.063057E+006,  3.212429E+005
  3.670000E-006, -1.775083E+006, -2.528617E+006,  7.535336E+005
  3.680000E-006,  1.916095E+006, -5.107510E+005,  2.426846E+006
  3.690000E-006,  3.113702E+006, -3.150750E+005,  3.428777E+006
  3.700000E-006, -1.432269E+006, -2.195470E+006,  7.632011E+005
  3.710000E-006, -7.021697E+006, -3.779256E+006, -3.242441E+006
  3.720000E-006,  1.934792E+006,  2.876449E+006, -9.416565E+005
  3.730000E-006,  1.401787E+006,  1.001539E+006,  4.002482E+005
  3.740000E-006, -3.360211E+006, -2.462122E+006, -8.980884E+005
  3.750000E-006, -1.740810E+006, -2.509362E+006,  7.685523E+005
  3.760000E-006,  2.317326E+006,  1.966541E+006,  3.507844E+005
  3.770000E-006,  4.005534E+006,  2.055528E+006,  1.950006E+006
  3.780000E-006,  3.480875E+006,  3.243064E+006,  2.378116E+005
  3.790000E-006,  2.448490E+006, -3.447136E+005,  2.793204E+006
  3.800000E-006,  3.457771E+006,  4.151754E+005,  3.042595E+006
  3.810000E-006, -1.368982E+006, -1.811490E+006,  4.425085E+005
  3.820000E-006, -1.872504E+006, -8.753832E+005, -9.971204E+005
  3.830000E-006, -3.268583E+006, -2.368862E+006, -8.997208E+005
  3.840000E-006, -7.836647E+005,  2.919161E+006, -3.702826E+006
  3.850000E-006, -4.807869E+006, -4.073833E+006, -7.340355E+005
  3.860000E-006, -1.574748E+006, -1.863712E+006,  2.889633E+005
  3.870000E-006, -1.592817E+006,  7.650839E+005, -2.357900E+006
  3.880000E-006,  3.634318E+006,  1.954258E+006,  1.680060E+006
  3.890000E-006,  5.001642E+006,  4.000844E+006,  1.000798E+006
  3.900000E-006, -3.221517E+006, -1.186783E+006, -2.034734E+006
  3.910000E-006, -4.435867E+006, -3.726489E+006, -7.093780E+005
  3.920000E-006, -4.336639E+006, -9.723749E+005, -3.364264E+006
  3.930000E-006, -4.208637E+006, -8.556605E+005, -3.352976E+006
  3.940000E-006,  3.374801E+006,  2.093834E+006,  1.280966E+006
  3.950000E-006,  2.658850E+006,  1.639246E+006,  1.019604E+006
  3.960000E-006,  8.670857E+005,  1.594447E+006, -7.273613E+005
  3.970000E-006,  4.339876E+006,  1.776510E+006,  2.563366E+006
  3.980000E-006, -1.108453E+006, -8.597712E+005, -2.486823E+005
  3.990000E-006, -6.447720E+006, -4.479533E+006, -1.968187E+006
  4.000000E-006,  5.547649E+006,  2.098157E+006,  3.449492E+006
  4.010000E-006,  3.455726E+006,  3.022615E+006,  4.331101E+005
  4.020000E-006, -2.954089E+006, -1.282630E+006, -1.671459E+006
  4.030000E-006, -5.327513E+006, -2.349544E+006, -2.977970E+006
  4.040000E-006,  2.459325E+005,  2.503018E+005, -4.369292E+003
  4.050000E-006,  2.459247E+005, -1.542172E+006,  1.788097E+006
  4.060000E-006, -2.694943E+006, -4.264215E+005, -2.268522E+006
  4.070000E-006,  6.740169E+006,  1.195817E+006,  5.544352E+006
  4.080000E-006, -9.281421E+005, -9.224813E+005, -5.660756E+003
  4.090000E-006, -2.041164E+006, -2.084014E+006,  4.284987E+004
  4.100000E-006,  3.339312E+005,  1.123842E+006, -7.899112E+005
  4.110000E-006, -3.793174E+006, -3.263632E+006, -5.295423E+005
  4.120000E-006,  2.591948E+006,  5.678168E+004,  2.535167E+006
  4.130000E-006,  3.965600E+005,  2.341662E+006, -1.945102E+006
  4.140000E-006, -4.864410E+006, -2.329055E+006, -2.535355E+006
  4.150000E-006,  3.053942E+006, -1.850457E+005,  3.238987E+006
  4.160000E-006, -1.173645E+006,  1.084415E+006, -2.258060E+006
  4.170000E-006, -3.418452E+005,  1.846813E+006, -2.188658E+006
  4.180000E-006, -7.818365E+005, -4.482658E+006,  3.700822E+006
  4.190000E-006,  3.330895E+006,  2.975565E+006,  3.553299E+005
  4.200000E-006,  3.512936E+006,  5.093875E+005,  3.003549E+006
  4.210000E-006,  3.169201E+006,  1.731531E+006,  1.437669E+006
  4.220000E-006,  2.512014E+006,  2.746273E+004,  2.484551E+006
  4.230000E-006, -5.415093E+005,  9.118328E+005, -1.453342E+006
  4.240000E-006, -3.646335E+006, -2.925267E+006, -7.210680E+005
  4.250000E-006, -2.472432E+005, -1.063504E+006,  8.162609E+005
  4.260000E-006,  1.234675E+006, -1.496413E+006,  2.731088E+006
  4.270000E-006, -1.977698E+006, -3.335307E+006,  1.357609E+006
  4.280000E-006,  2.464327E+006,  2.203616E+006,  2.607111E+005
  4.290000E-006,  2.001691E+006, -8.342342E+005,  2.835926E+006
  4.300000E-006,  3.515360E+005, -2.000595E+006,  2.352131E+006
  4.310000E-006,  1.913873E+005, -1.738427E+006,  1.929815E+006
  4.320000E-006,  3.312417E+005,  1.170152E+005,  2.142265E+005
  4.330000E-006, -8.866841E+005, -1.131612E+006,  2.449283E+005
  4.340000E-006,  4.735507E+005,  1.103856E+006, -6.303055E+005
  4.350000E-006, -9.556498E+005, -6.245211E+005, -3.311287E+005
  4.360000E-006,  2.042511E+005, -1.063037E+006,  1.267288E+006
  4.370000E-006,  1.256883E+006,  1.113499E+006,  1.433846E+005
  4.380000E-006, -1.311035E+006, -2.210975E+006,  8.999404E+005
  4.390000E-006, -1.852930E+006, -5.197515E+005, -1.333178E+006
  4.400000E-006, -1.389346E+006, -3.212940E+006,  1.823594E+006
  4.410000E-006, -1.081140E+006, -2.945165E+006,  1.864025E+006
  4.420000E-006, -7.346322E+006, -4.351520E+006, -2.994803E+006
  4.430000E-006,  1.139113E+005, -9.781806E+005,  1.092092E+006
  4.440000E-006, -4.159231E+006, -3.499784E+006, -6.594477E+005
  4.450000E-006, -3.144523E+005, -5.828319E+004, -2.561691E+005
  4.460000E-006,  3.914757E+006,  8.092348E+005,  3.105522E+006
  4.470000E-006, -2.115579E+005, -2.535241E+006,  2.323683E+006
  4.480000E-006,  2.480399E+006,  2.106944E+006,  3.734549E+005
  4.490000E-006,  1.900012E+005,  8.114029E+005, -6.214017E+005
  4.500000E-006,  6.241277E+005, -6.313262E+005,  1.255454E+006
  4.510000E-006,  4.285915E+006,  4.255046E+006,  3.086891E+004
  4.520000E-006, -1.742373E+006,  7.569625E+005, -2.499335E+006
  4.530000E-006, -1.286700E+006, -2.520144E+006,  1.233444E+006
  4.540000E-006,  3.334979E+006,  3.071835E+006,  2.631441E+005
  4.550000E-006, -2.174345E+005, -8.413196E+005,  6.238851E+005
  4.560000E-006,  3.005233E+006,  4.023039E+006, -1.017806E+006
  4.570000E-006, -1.062527E+005,  1.995942E+006, -2.102194E+006
  4.580000E-006,  1.636754E+006, -1.450843E+006,  3.087597E+006
  4.590000E-006, -5.626569E+006, -2.616555E+006, -3.010014E+006
  4.600000E-006,  1.191038E+006, -1.019392E+005,  1.292978E+006
  4.610000E-006,  1.384448E+006,  2.823226E+005,  1.102125E+006
  4.620000E-006, -4.718910E+005, -5.483524E+005,  7.646140E+004
  4.630000E-006,  7.444482E+005,  1.404044E+006, -6.595956E+005
  4.640000E-006, -5.857940E+006, -4.058961E+006, -1.798979E+006
  4.650000E-006,  5.639860E+006,  4.665545E+006,  9.743156E+005
  4.660000E-006, -2.994009E+006, -3.472285E+006,  4.782764E+005
  4.670000E-006,  4.767237E+006,  1.231471E+006,  3.535766E+006
  4.680000E-006,  3.208884E+006,  2.102117E+006,  1.106767E+006
  4.690000E-006,  1.845474E+005,  3.226249E+005, -1.380774E+005
  4.700000E-006,  3.271773E+006,  4.572626E+006, -1.300852E+006
  4.710000E-006, -3.363928E+006, -7.324432E+005, -2.631485E+006
  4.720000E-006,  2.292655E+006,  1.683315E+006,  6.093400E+005
  4.730000E-006,  4.056926E+005, -3.799949E+006,  4.205641E+006
  4.740000E-006, -3.409014E+006, -3.424287E+006,  1.527256E+004
  4.750000E-006,  1.314289E+006, -8.664000E+005,  2.180689E+006
  4.760000E-006, -3.937705E+005, -8.071650E+004, -3.130540E+005
  4.770000E-006, -5.033732E+006, -5.378374E+006,  3.446418E+005
  4.780000E-006, -2.873579E+005, -2.190825E+006,  1.903467E+006
  4.790000E-006, -5.889797E+005, -1.870309E+006,  1.281329E+006
  4.800000E-006,  2.576654E+006,  9.204061E+005,  1.656248E+006
  4.810000E-006, -3.585398E+006,  6.867203E+005, -4.272118E+006
  4.820000E-006,  5.568683E+006,  6.060160E+005,  4.962667E+006
  4.830000E-006,  1.806474E+006,  1.718921E+006,  8.755321E+004
  4.840000E-006,  2.076736E+006,  4.770949E+006, -2.694213E+006
  4.850000E-006, -4.652136E+005, -4.826295E+005,  1.741596E+004
  4.860000E-006,  2.852794E+006,  3.000896E+006, -1.481023E+005
  4.870000E-006, -3.118266E+006, -3.034341E+006, -8.392488E+004
  4.880000E-006, -8.243618E+005, -4.820622E+006,  3.996260E+006
  4.890000E-006, -1.470528E+006,  9.330059E+005, -2.403534E+006
  4.900000E-006, -8.156975E+006, -5.732658E+006, -2.424318E+006
  4.910000E-006,  3.007596E+006,  3.209415E+006, -2.018196E+005
  4.920000E-006, -5.943968E+006, -3.251095E+006, -2.692873E+006
  4.930000E-006,  7.962812E+006,  6.866461E+006,  1.096350E+006
  4.940000E-006, -2.023767E+006, -2.563041E+006,  5.392743E+005
  4.950000E-006, -5.911777E+005,  1.602602E+006, -2.193780E+006
  4.960000E-006,  8.446070E+004, -2.607422E+006,  2.691883E+006
  4.970000E-006,  5.212808E+006,  1.614012E+006,  3.598796E+006
  4.980000E-006,  2.290015E+006, -2.600299E+005,  2.550045E+006
  4.990000E-006,  3.000484E+006, -1.639140E+006,  4.639624E+006
  5.000000E-006, -6.089500E+006, -5.330362E+006, -7.591381E+005
  5.010000E-006,  3.125189E+006, -1.717152E+005,  3.296904E+006
  5.020000E-006, -5.876151E+005, -2.014312E+006,  1.426697E+006
  5.030000E-006, -1.963919E+006, -2.022872E+006,  5.895292E+004
  5.040000E-006,  4.279512E+006,  1.533115E+006,  2.746396E+006
  5.050000E-006, -2.233624E+006, -1.586766E+006, -6.468579E+005
  5.060000E-006,  2.010516E+006,  2.249002E+006, -2.384860E+005
  5.070000E-006,  3.286835E+006,  1.370074E+006,  1.916761E+006
  5.080000E-006,  1.341449E+006,  1.860643E+006, -5.191938E+005
  5.090000E-006, -6.589957E+006, -5.115909E+006, -1.474048E+006
  5.100000E-006,  3.282112E+006,  2.249119E+006,  1.032993E+006
  5.110000E-006,  1.150396E+006,  1.713983E+006, -5.635870E+005
  5.120000E-006, -9.658206E+006, -7.362557E+006, -2.295649E+006
  5.130000E-006,  2.597182E+006,  2.391895E+006,  2.052870E+005
  5.140000E-006,  1.923408E+005,  2.657259E+006, -2.464918E+006
  5.150000E-006,  2.349449E+006, -6.566056E+004,  2.415110E+006
  5.160000E-006,  6.429354E+006,  2.585570E+006,  3.843784E+006
  5.170000E-006, -1.284515E+006, -1.625343E+004, -1.268262E+006
  5.180000E-006,  1.301347E+006,  3.314801E+005,  9.698668E+005
  5.190000E-006, -1.516299E+006, -1.492979E+006, -2.331963E+004
  5.200000E-006, -6.551650E+006, -3.348004E+006, -3.203646E+006
  5.210000E-006, -1.177563E+006, -1.067657E+006, -1.099060E+005
  5.220000E-006, -2.376385E+006, -3.228942E+006,  8.525564E+005
  5.230000E-006,  1.412239E+006,  1.594919E+006, -1.826802E+005
  5.240000E-006, -1.174674E+006, -6.019457E+005, -5.727287E+005
  5.250000E-006,  3.969904E+006,  3.742577E+006,  2.273271E+005
  5.260000E-006, -1.232784E+006, -2.827002E+006,  1.594218E+006
  5.270000E-006, -2.135617E+006,  1.857843E+006, -3.993460E+006
  5.280000E-006, -1.651914E+006, -4.396914E+006,  2.745000E+006
  5.290000E-006,  1.632112E+006, -5.741097E+005,  2.206222E+006
  5.300000E-006, -2.983917E+006, -4.693945E+005, -2.514522E+006
  5.310000E-006, -1.501014E+006, -1.194340E+006, -3.066737E+005
  5.320000E-006, -2.774266E+005, -1.389635E+006,  1.112208E+006
  5.330000E-006,  9.349092E+005,  1.621308E+006, -6.863992E+005
  5.340000E-006, -2.534970E+006,  6.024507E+005, -3.137420E+006
  5.350000E-006, -1.516753E+005, -1.976393E+006,  1.824718E+006
  5.360000E-006,  1.542204E+005, -5.092181E+004,  2.051422E+005
  5.370000E-006, -3.783012E+006, -3.122973E+006, -6.600387E+005
  5.380000E-006,  1.981693E+006,  2.297674E+006, -3.159809E+005
  5.390000E-006, -5.310676E+006, -2.320640E+006, -2.990036E+006
  5.400000E-006,  4.772081E+005, -3.732867E+006,  4.210075E+006
  5.410000E-006,  5.901515E+006,  2.547754E+006,  3.353761E+006
  5.420000E-006, -1.270337E+006,  1.407423E+006, -2.677760E+006
  5.430000E-006,  1.343632E+006, -4.388074E+004,  1.387513E+006
  5.440000E-006, -1.744862E+006, -2.430168E+006,  6.853062E+005
  5.450000E-006,  6.337328E+006,  4.279389E+005,  5.909389E+006
  5.460000E-006,  2.277826E+006, -5.742992E+005,  2.852125E+006
  5.470000E-006, -1.164046E+006, -2.227181E+006,  1.063135E+006
  5.480000E-006,  2.551634E+006,  1.412774E+006,  1.138860E+006
  5.490000E-006, -5.764204E+006, -4.611966E+006, -1.152238E+006
  5.500000E-006, -2.962982E+006, -7.322005E+005, -2.230781E+006
  5.510000E-006,  2.935155E+006,  1.096527E+006,  1.838628E+006
  5.520000E-006, -1.252808E+006, -8.297057E+005, -4.231023E+005
  5.530000E-006,  2.292528E+006,  1.224157E+006,  1.068371E+006
  5.540000E-006,  2.064927E+006,  1.013266E+005,  1.963601E+006
  5.550000E-006,  3.668805E+006,  1.772814E+006,  1.895991E+006
  5.560000E-006, -8.252994E+005, -1.567521E+006,  7.422213E+005
  5.570000E-006, -1.010953E+006, -2.238362E+006,  1.227409E+006
  5.580000E-006,  7.051940E+005,  1.043512E+006, -3.383184E+005
  5.590000E-006, -1.092667E+006,  7.348740E+005, -1.827541E+006
  5.600000E-006,  1.968968E+006, -2.656544E+005,  2.234622E+006
  5.610000E-006,  3.602397E+006,  8.100593E+005,  2.792338E+006
  5.620000E-006,  1.968154E+005,  8.449173E+005, -6.481020E+005
  5.630000E-006, -5.940981E+006, -3.233465E+006, -2.707516E+006
  5.640000E-006, -3.456719E+006, -1.752707E+006, -1.704011E+006
  5.650000E-006, -8.525506E+005, -8.258615E+005, -2.668916E+004
  5.660000E-006,  5.157491E+006,  3.490760E+006,  1.666730E+006
  5.670000E-006, -5.564334E+005, -1.558738E+004, -5.408460E+005
  5.680000E-006, -4.409080E+006, -1.958778E+006, -2.450302E+006
  5.690000E-006,  4.002663E+006,  1.278938E+006,  2.723725E+006
  5.700000E-006, -2.314678E+006, -1.859647E+006, -4.550310E+005
  5.710000E-006,  1.127160E+006,  2.731898E+006, -1.604738E+006
  5.720000E-006, -1.619995E+006,  1.274726E+006, -2.894721E+006
  5.730000E-006, -2.685870E+006, -1.226406E+006, -1.459464E+006
  5.740000E-006,  5.059265E+005,  8.849880E+005, -3.790616E+005
  5.750000E-006, -3.050530E+006,  1.948024E+005, -3.245332E+006
  5.760000E-006,  4.818860E+006,  8.004885E+005,  4.018372E+006
  5.770000E-006, -1.614697E+006, -2.380838E+006,  7.661411E+005
  5.780000E-006, -1.023643E+006, -9.247408E+005, -9.890261E+004
  5.790000E-006,  2.150496E+006,  1.393593E+006,  7.569029E+005
  5.800000E-006,  2.284821E+005,  2.168266E+006, -1.939783E+006
  5.810000E-006,  1.721306E+006,  1.782844E+006, -6.153885E+004
  5.820000E-006,  3.542544E+005,  9.203487E+005, -5.660943E+005
  5.830000E-006,  3.101499E+006,  9.557889E+005,  2.145710E+006
  5.840000E-006, -2.519029E+006,  3.184464E+005, -2.837475E+006
  5.850000E-006,  2.325253E+006, -6.046821E+005,  2.929935E+006
  5.860000E-006, -4.841585E+006, -4.349316E+006, -4.922685E+005
  5.870000E-006, -4.144112E+005,  2.203123E+006, -2.617535E+006
  5.880000E-006,  1.653201E+006,  2.553576E+006, -9.003742E+005
  5.890000E-006,  7.676844E+005,  1.604955E+006, -8.372701E+005
  5.900000E-006, -3.061268E+006, -2.229197E+006, -8.320709E+005
  5.910000E-006,  5.089480E+006,  1.161598E+006,  3.927882E+006
  5.920000E-006,  2.294855E+006,  3.893851E+005,  1.905470E+006
  5.930000E-006,  1.500522E+006,  1.939500E+006, -4.389782E+005
  5.940000E-006,  4.634569E+006,  2.455331E+006,  2.179238E+006
  5.950000E-006, -3.125685E+005,  1.254519E+005, -4.380203E+005
  5.960000E-006,  2.105388E+006,  1.701081E+006,  4.043075E+005
  5.970000E-006,  2.753473E+006,  1.390967E+006,  1.362507E+006
  5.980000E-006,  1.738035E+006,  1.240941E+006,  4.970939E+005
  5.990000E-006, -2.043689E+006, -7.129855E+005, -1.330703E+006
  6.000000E-006, -3.507250E+006, -1.079577E+006, -2.427673E+006
  6.010000E-006, -1.316769E+006,  1.637654E+006, -2.954423E+006
  6.020000E-006, -1.070270E+006, -4.879258E+005, -5.823439E+005
  6.030000E-006, -3.129527E+006, -1.583086E+006, -1.546441E+006
  6.040000E-006, -9.744770E+005, -4.337315E+005, -5.407455E+005
  6.050000E-006,  4.764621E+006,  4.723783E+006,  4.083769E+004
  6.060000E-006, -9.604187E+005, -2.213942E+006,  1.253523E+006
  6.070000E-006,  1.904551E+006,  2.517760E+006, -6.132090E+005
  6.080000E-006, -1.662577E+006, -2.601524E+006,  9.389466E+005
  6.090000E-006, -4.044189E+005,  1.023245E+006, -1.427664E+006
  6.100000E-006, -9.057310E+005, -2.140961E+006,  1.235230E+006
  6.110000E-006, -2.439773E+006,  1.552450E+005, -2.595018E+006
  6.120000E-006, -5.777262E+006, -2.735238E+006, -3.042024E+006
  6.130000E-006, -3.583158E+006, -1.233416E+006, -2.349742E+006
  6.140000E-006,  1.543202E+006,  1.420154E+006,  1.230481E+005
  6.150000E-006,  2.475575E+006,  1.276971E+006,  1.198604E+006
  6.160000E-006, -2.762096E+006, -7.819398E+005, -1.980156E+006
  6.170000E-006,  7.127220E+005,  5.863268E+005,  1.263953E+005
  6.180000E-006, -1.641620E+005,  2.599636E+006, -2.763798E+006
  6.190000E-006, -2.060656E+005, -1.912776E+006,  1.706711E+006
  6.200000E-006, -1.165268E+006, -1.845893E+006,  6.806245E+005
  6.210000E-006,  2.514518E+005, -3.808660E+005,  6.323177E+005
  6.220000E-006, -8.077310E+005,  5.906656E+005, -1.398397E+006
  6.230000E-006, -2.581332E+005, -7.915086E+005,  5.333754E+005
  6.240000E-006, -1.748873E+006, -1.315698E+006, -4.331754E+005
  6.250000E-006,  6.067102E+005, -3.327891E+005,  9.394992E+005
  6.260000E-006,  7.672360E+005, -5.910350E+005,  1.358271E+006
  6.270000E-006,  1.818013E+006, -1.457810E+006,  3.275823E+006
  6.280000E-006, -3.416408E+005, -2.384881E+005, -1.031527E+005
  6.290000E-006,  6.598008E+005,  2.370429E+006, -1.710628E+006
  6.300000E-006, -1.239509E+006, -7.905346E+005, -4.489739E+005
  6.310000E-006, -3.511443E+006, -4.118672E+006,  6.072292E+005
  6.320000E-006,  2.920616E+006, -2.899984E+005,  3.210615E+006
  6.330000E-006, -4.211614E+006, -3.853877E+006, -3.577367E+005
  6.340000E-006,  1.352066E+006, -7.992440E+005,  2.151310E+006
  6.350000E-006,  4.107097E+006,  2.388005E+006,  1.719091E+006
  6.360000E-006, -1.461389E+006,  2.109792E+006, -3.571181E+006
  6.370000E-006,  1.625836E+006,  2.077377E+006, -4.515403E+005
  6.380000E-006,  4.009608E+005, -1.770261E+006,  2.171222E+006
  6.390000E-006,  5.138983E+003,  8.913650E+005, -8.862260E+005
  6.400000E-006,  3.718185E+006,  4.066518E+006, -3.483327E+005
  6.410000E-006,  1.824069E+006,  2.663983E+006, -8.399134E+005
  6.420000E-006,  2.512507E+006,  3.921509E+006, -1.409002E+006
  6.430000E-006,  4.080061E+005,  3.742716E+005,  3.373445E+004
  6.440000E-006,  2.778382E+005, -7.398159E+005,  1.017654E+006
  6.450000E-006,  7.733549E+005,  3.085207E+006, -2.311853E+006
  6.460000E-006, -1.554266E+006,  9.004913E+005, -2.454757E+006
  6.470000E-006, -6.103160E+006, -4.609178E+006, -1.493982E+006
  6.480000E-006,  7.244875E+006,  2.964191E+006,  4.280684E+006
  6.490000E-006,  9.065595E+005,  1.256891E+006, -3.503311E+005
  6.500000E-006,  8.849517E+005,  1.541916E+006, -6.569644E+005
  6.510000E-006, -3.057664E+006, -2.158313E+006, -8.993511E+005
  6.520000E-006,  2.774437E+006,  1.242928E+006,  1.531508E+006
  6.530000E-006, -3.518832E+006, -4.153243E+005, -3.103508E+006
  6.540000E-006,  2.671670E+006,  1.958762E+006,  7.129074E+005
  6.550000E-006,  4.561058E+005,  2.153407E+006, -1.697301E+006
  6.560000E-006,  1.272315E+006,  1.697523E+006, -4.252082E+005
  6.570000E-006, -2.172620E+006,  1.739748E+006, -3.912369E+006
  6.580000E-006, -3.654869E+005, -1.291560E+006,  9.260735E+005
  6.590000E-006, -9.922845E+005, -2.392843E+005, -7.530002E+005
  6.600000E-006, -5.439538E+005,  2.008095E+006, -2.552049E+006
  6.610000E-006, -1.314647E+006, -2.091983E+006,  7.773363E+005
  6.620000E-006,  2.649082E+006,  1.345273E+005,  2.514555E+006
  6.630000E-006,  6.136043E+005,  1.613440E+006, -9.998361E+005
  6.640000E-006, -5.954922E+005, -1.586310E+006,  9.908178E+005
  6.650000E-006,  1.874793E+006,  3.305353E+006, -1.430560E+006
  6.660000E-006, -4.559774E+006, -1.766452E+006, -2.793322E+006
