time[s], delta_E_total[W/m^3], delta_E_cx[W/m^3], delta_E_el[W/m^3]
  6.670000E-006, -1.060411E+006, -5.175830E+005, -5.428281E+005
  6.680000E-006,  2.290422E+006, -2.159531E+005,  2.506375E+006
  6.690000E-006,  3.218108E+006,  1.507926E+006,  1.710182E+006
  6.700000E-006,  7.156844E+006,  3.812261E+006,  3.344583E+006
  6.710000E-006,  8.107417E+005,  2.876505E+005,  5.230912E+005
  6.720000E-006,  3.342946E+004, -1.882616E+006,  1.916046E+006
  6.730000E-006, -9.562668E+006, -4.872861E+006, -4.689807E+006
  6.740000E-006,  1.267992E+006, -2.608512E+005,  1.528843E+006
  6.750000E-006, -2.539125E+006, -3.384474E+006,  8.453493E+005
  6.760000E-006,  2.743717E+006,  3.289285E+006, -5.455679E+005
  6.770000E-006,  1.169020E+006,  8.227554E+005,  3.462643E+005
  6.780000E-006,  3.679809E+005,  3.034077E+005,  6.457319E+004
  6.790000E-006,  2.468173E+006,  1.313369E+006,  1.154804E+006
  6.800000E-006, -8.642072E+004,  2.717086E+006, -2.803507E+006
  6.810000E-006,  6.498708E+005, -1.350684E+006,  2.000555E+006
  6.820000E-006,  3.161817E+006,  2.746287E+006,  4.155301E+005
  6.830000E-006, -2.861706E+006, -1.391645E+006, -1.470060E+006
  6.840000E-006, -3.363808E+006, -4.023530E+006,  6.597222E+005
  6.850000E-006, -2.644931E+006, -3.508373E+006,  8.634420E+005
  6.860000E-006, -3.932408E+005,  8.970094E+005, -1.290250E+006
  6.870000E-006,  1.350377E+006,  8.985699E+005,  4.518069E+005
  6.880000E-006, -1.148164E+006,  1.134073E+006, -2.282237E+006
  6.890000E-006, -5.269864E+006, -2.585330E+006, -2.684534E+006
  6.900000E-006,  2.007209E+006,  8.183978E+005,  1.188811E+006
  6.910000E-006, -4.339276E+006, -3.489704E+006, -8.495725E+005
  6.920000E-006, -8.925534E+005, -8.963978E+005,  3.844407E+003
  6.930000E-006, -2.759861E+006, -3.303556E+006,  5.436943E+005
  6.940000E-006, -1.465849E+006, -7.329647E+005, -7.328842E+005
  6.950000E-006,  9.820858E+005,  1.487910E+006, -5.058238E+005
  6.960000E-006,  4.513840E+006,  1.419086E+006,  3.094754E+006
  6.970000E-006,  1.039674E+006,  4.294659E+006, -3.254986E+006
  6.980000E-006,  1.566879E+006,  6.577404E+005,  9.091387E+005
  6.990000E-006, -2.520855E+006, -3.796055E+006,  1.275200E+006
  7.000000E-006, -5.505047E+005, -3.081635E+005, -2.423412E+005
  7.010000E-006,  2.316105E+006, -3.574267E+005,  2.673532E+006
  7.020000E-006,  2.005368E+006,  3.042618E+006, -1.037250E+006
  7.030000E-006,  6.758552E+006,  2.275749E+006,  4.482803E+006
  7.040000E-006, -6.058316E+006, -3.838429E+006, -2.219887E+006
  7.050000E-006, -5.028164E+006, -3.290499E+006, -1.737665E+006
  7.060000E-006,  3.482791E+006,  2.016021E+005,  3.281189E+006
  7.070000E-006,  1.369235E+006,  1.649525E+006, -2.802903E+005
  7.080000E-006,  2.608447E+006,  2.322771E+006,  2.856766E+005
  7.090000E-006,  1.935046E+006,  2.582214E+006, -6.471678E+005
  7.100000E-006, -1.910228E+006,  5.848709E+005, -2.495099E+006
  7.110000E-006, -3.245937E+006, -2.914964E+006, -3.309725E+005
  7.120000E-006,  2.869878E+006,  1.084771E+006,  1.785107E+006
  7.130000E-006, -1.497660E+006, -2.716927E+006,  1.219268E+006
  7.140000E-006, -2.692342E+006,  3.310992E+005, -3.023441E+006
  7.150000E-006,  6.330139E+005, -5.938132E+005,  1.226827E+006
  7.160000E-006, -2.439701E+006, -1.542126E+006, -8.975757E+005
  7.170000E-006,  4.337882E+006,  2.179349E+006,  2.158533E+006
  7.180000E-006, -2.980960E+006, -2.187109E+006, -7.938513E+005
  7.190000E-006,  2.547531E+006,  1.871591E+006,  6.759399E+005
  7.200000E-006, -5.018842E+006, -1.665729E+006, -3.353113E+006
  7.210000E-006,  2.204214E+006,  3.106788E+006, -9.025737E+005
  7.220000E-006,  1.912177E+006,  3.041443E+006, -1.129267E+006
  7.230000E-006,  4.542294E+006,  4.816758E+006, -2.744631E+005
  7.240000E-006, -7.018214E+006, -3.372500E+006, -3.645714E+006
  7.250000E-006,  3.910180E+006,  3.272191E+006,  6.379889E+005
  7.260000E-006,  2.039563E+006,  7.672428E+004,  1.962839E+006
  7.270000E-006, -6.759048E+006, -1.660186E+006, -5.098863E+006
  7.280000E-006, -6.271352E+006, -3.086624E+006, -3.184728E+006
  7.290000E-006, -3.689707E+006, -2.193734E+006, -1.495973E+006
  7.300000E-006,  1.575199E+006,  3.191515E+006, -1.616316E+006
  7.310000E-006,  1.587778E+005, -7.313655E+005,  8.901433E+005
  7.320000E-006,  1.978244E+006,  1.480170E+006,  4.980738E+005
  7.330000E-006, -2.302034E+006, -2.885817E+005, -2.013452E+006
  7.340000E-006, -4.727811E+006, -5.073197E+006,  3.453856E+005
  7.350000E-006, -2.811828E+006, -9.867779E+005, -1.825050E+006
  7.360000E-006,  3.717582E+006,  2.378466E+006,  1.339117E+006
  7.370000E-006,  6.510630E+005,  1.503515E+006, -8.524518E+005
  7.380000E-006, -1.351057E+006,  9.318542E+004, -1.444242E+006
  7.390000E-006,  1.540466E+006,  2.580465E+005,  1.282420E+006
  7.400000E-006,  1.190232E+006, -8.139647E+004,  1.271629E+006
  7.410000E-006, -2.401838E+006, -3.453850E+005, -2.056453E+006
  7.420000E-006,  3.072062E+006,  4.473085E+004,  3.027331E+006
  7.430000E-006, -6.624945E+005, -1.290084E+006,  6.275893E+005
  7.440000E-006,  3.716411E+005, -7.344317E+005,  1.106073E+006
  7.450000E-006,  4.446098E+006,  1.347626E+006,  3.098472E+006
  7.460000E-006, -6.743282E+005, -1.143835E+006,  4.695066E+005
  7.470000E-006, -1.483784E+006,  3.544755E+005, -1.838259E+006
  7.480000E-006, -7.371021E+006, -4.543198E+006, -2.827822E+006
  7.490000E-006,  5.622333E+006,  3.397917E+006,  2.224417E+006
  7.500000E-006, -7.666975E+005, -4.938341E+005, -2.728634E+005
  7.510000E-006,  4.484584E+006,  5.035630E+006, -5.510461E+005
  7.520000E-006,  3.390617E+006,  2.391171E+006,  9.994459E+005
  7.530000E-006,  3.718613E+006,  5.547271E+005,  3.163886E+006
  7.540000E-006,  1.144124E+006,  2.225521E+006, -1.081397E+006
  7.550000E-006, -8.593186E+005,  9.763972E+005, -1.835716E+006
  7.560000E-006, -6.712771E+006, -3.771975E+006, -2.940796E+006
  7.570000E-006,  1.900542E+006,  7.028726E+005,  1.197669E+006
  7.580000E-006, -1.268887E+006, -1.168274E+006, -1.006126E+005
  7.590000E-006,  2.169409E+006,  1.097001E+006,  1.072408E+006
  7.600000E-006, -1.471531E+006, -3.650651E+006,  2.179120E+006
  7.610000E-006, -2.046741E+006, -1.937657E+006, -1.090838E+005
  7.620000E-006, -5.488423E+005,  1.624620E+006, -2.173462E+006
  7.630000E-006,  2.225523E+006,  1.237550E+005,  2.101768E+006
  7.640000E-006,  9.226460E+005,  9.669545E+005, -4.430848E+004
  7.650000E-006, -1.624789E+004,  3.641301E+006, -3.657549E+006
  7.660000E-006,  1.731600E+006, -4.422778E+005,  2.173878E+006
  7.670000E-006, -3.461192E+006, -1.140740E+006, -2.320451E+006
  7.680000E-006,  9.070179E+005, -7.277534E+005,  1.634771E+006
  7.690000E-006, -2.409325E+005, -1.854725E+006,  1.613793E+006
  7.700000E-006, -2.142635E+006,  1.555129E+004, -2.158186E+006
  7.710000E-006,  2.939264E+006, -8.092217E+004,  3.020186E+006
  7.720000E-006, -2.523758E+006, -1.935956E+006, -5.878024E+005
  7.730000E-006,  1.405712E+006, -4.859839E+005,  1.891696E+006
  7.740000E-006,  2.075080E+006,  1.370783E+006,  7.042972E+005
  7.750000E-006,  3.700275E+006,  1.665759E+006,  2.034516E+006
  7.760000E-006,  4.005460E+006,  4.202961E+006, -1.975007E+005
  7.770000E-006,  1.611203E+005, -5.955054E+005,  7.566257E+005
  7.780000E-006,  9.082508E+005, -2.081732E+005,  1.116424E+006
  7.790000E-006, -2.380238E+006, -1.544241E+006, -8.359968E+005
  7.800000E-006,  1.397888E+006,  1.853626E+006, -4.557382E+005
  7.810000E-006, -3.704270E+006, -1.844586E+006, -1.859684E+006
  7.820000E-006, -8.418756E+005, -9.147538E+005,  7.287820E+004
  7.830000E-006, -6.830307E+005, -1.787647E+006,  1.104616E+006
  7.840000E-006, -5.340964E+006, -3.904511E+005, -4.950513E+006
  7.850000E-006,  1.487021E+004, -7.887316E+005,  8.036018E+005
  7.860000E-006, -3.311032E+006,  2.277171E+006, -5.588204E+006
  7.870000E-006,  9.888281E+005,  1.751971E+006, -7.631433E+005
  7.880000E-006, -4.118450E+006, -5.800151E+005, -3.538435E+006
  7.890000E-006,  8.548627E+005, -1.802465E+005,  1.035109E+006
  7.900000E-006,  2.564305E+006, -2.878849E+005,  2.852190E+006
  7.910000E-006,  5.789044E+006,  1.005146E+006,  4.783898E+006
  7.920000E-006,  3.466713E+006, -1.130297E+006,  4.597010E+006
  7.930000E-006, -1.389809E+005, -1.469938E+006,  1.330957E+006
  7.940000E-006,  1.804463E+006,  1.754794E+006,  4.966907E+004
  7.950000E-006, -7.176355E+005,  2.485927E+005, -9.662282E+005
  7.960000E-006,  8.473385E+005,  1.903650E+006, -1.056312E+006
  7.970000E-006,  1.345713E+006,  1.274790E+005,  1.218234E+006
  7.980000E-006, -6.857388E+005, -1.311070E+006,  6.253313E+005
  7.990000E-006, -5.506301E+006, -2.321666E+006, -3.184635E+006
  8.000000E-006, -4.107790E+006, -1.091943E+006, -3.015847E+006
  8.010000E-006,  2.126764E+006, -1.913969E+006,  4.040733E+006
  8.020000E-006, -1.733003E+006,  2.729801E+006, -4.462804E+006
  8.030000E-006,  2.059709E+005, -3.365974E+006,  3.571945E+006
  8.040000E-006,  1.711938E+005,  1.296455E+005,  4.154828E+004
  8.050000E-006, -2.307412E+006, -2.375994E+006,  6.858134E+004
  8.060000E-006,  4.186838E+006, -3.904687E+005,  4.577307E+006
  8.070000E-006, -2.569600E+005, -1.107757E+006,  8.507965E+005
  8.080000E-006,  9.688826E+005, -1.489388E+006,  2.458271E+006
  8.090000E-006,  3.214042E+006,  1.524781E+006,  1.689261E+006
  8.100000E-006, -1.929422E+006,  2.894874E+005, -2.218910E+006
  8.110000E-006, -3.495485E+006, -3.800027E+006,  3.045419E+005
  8.120000E-006,  1.298508E+006,  1.348720E+006, -5.021213E+004
  8.130000E-006,  2.521242E+006,  1.590368E+006,  9.308731E+005
  8.140000E-006, -1.502446E+006, -7.630132E+005, -7.394324E+005
  8.150000E-006, -1.099038E+006, -3.834473E+006,  2.735435E+006
  8.160000E-006,  2.802663E+006,  8.127922E+005,  1.989870E+006
  8.170000E-006, -2.023018E+006, -1.801785E+006, -2.212329E+005
  8.180000E-006, -3.171961E+006, -4.538427E+006,  1.366466E+006
  8.190000E-006,  3.204522E+006,  3.743277E+006, -5.387549E+005
  8.200000E-006,  1.593007E+006, -5.744912E+003,  1.598752E+006
  8.210000E-006,  3.733163E+006,  6.495333E+005,  3.083629E+006
  8.220000E-006, -9.705844E+005, -6.704528E+005, -3.001316E+005
  8.230000E-006, -3.220924E+006, -2.863969E+006, -3.569548E+005
  8.240000E-006,  4.173575E+006,  2.390856E+006,  1.782719E+006
  8.250000E-006,  8.382745E+005,  2.495722E+006, -1.657447E+006
  8.260000E-006, -7.749674E+005,  6.591379E+005, -1.434105E+006
  8.270000E-006, -6.557423E+004, -1.466707E+006,  1.401133E+006
  8.280000E-006, -3.488222E+005,  2.795984E+006, -3.144806E+006
  8.290000E-006,  3.855755E+005,  1.876587E+006, -1.491011E+006
  8.300000E-006, -6.225272E+006, -3.840099E+006, -2.385173E+006
  8.310000E-006,  8.506815E+005,  7.185219E+005,  1.321596E+005
  8.320000E-006,  1.422893E+006,  6.736021E+005,  7.492908E+005
  8.330000E-006, -2.409384E+006,  1.757073E+005, -2.585091E+006
  8.340000E-006,  2.764789E+006,  2.849819E+005,  2.479807E+006
  8.350000E-006, -1.435288E+006, -1.055383E+004, -1.424735E+006
  8.360000E-006, -2.558942E+006, -1.067500E+006, -1.491442E+006
  8.370000E-006,  2.905377E+006,  1.695096E+006,  1.210281E+006
  8.380000E-006,  6.856873E+006,  3.646253E+006,  3.210620E+006
  8.390000E-006, -2.013492E+006, -1.301114E+006, -7.123777E+005
  8.400000E-006, -1.023507E+004, -9.261875E+004,  8.238368E+004
  8.410000E-006, -4.252940E+006, -1.986742E+006, -2.266198E+006
  8.420000E-006, -3.058965E+006,  6.570824E+005, -3.716048E+006
  8.430000E-006,  4.685809E+006,  3.848798E+006,  8.370108E+005
  8.440000E-006, -4.984157E+005,  1.995501E+006, -2.493917E+006
  8.450000E-006,  3.854321E+005,  5.966805E+005, -2.112485E+005
  8.460000E-006,  3.828440E+006,  1.699587E+006,  2.128852E+006
  8.470000E-006, -3.106326E+006, -1.514524E+006, -1.591802E+006
  8.480000E-006, -3.058905E+006, -4.664892E+006,  1.605987E+006
  8.490000E-006, -8.860142E+005, -7.561976E+005, -1.298166E+005
  8.500000E-006, -6.604237E+004,  1.331403E+006, -1.397446E+006
  8.510000E-006,  2.747814E+005, -9.445667E+005,  1.219348E+006
  8.520000E-006, -3.176680E+006, -2.884092E+006, -2.925879E+005
  8.530000E-006,  2.505164E+006,  7.224474E+005,  1.782717E+006
  8.540000E-006,  3.163111E+006,  2.500603E+006,  6.625073E+005
  8.550000E-006, -1.786476E+006, -6.811697E+005, -1.105306E+006
  8.560000E-006,  7.235452E+006,  5.099659E+006,  2.135793E+006
  8.570000E-006,  1.315796E+006, -9.690037E+005,  2.284800E+006
  8.580000E-006,  3.869906E+005,  7.904993E+005, -4.035087E+005
  8.590000E-006,  2.504907E+006,  1.362966E+005,  2.368611E+006
  8.600000E-006, -7.077861E+005,  1.282381E+006, -1.990167E+006
  8.610000E-006,  3.295187E+006,  1.995735E+006,  1.299452E+006
  8.620000E-006,  1.643073E+006,  1.610077E+006,  3.299550E+004
  8.630000E-006, -2.857758E+006, -3.082534E+006,  2.247767E+005
  8.640000E-006,  4.222133E+005,  1.907119E+006, -1.484905E+006
  8.650000E-006,  2.465949E+006,  1.665170E+006,  8.007787E+005
  8.660000E-006, -2.018561E+006, -6.989144E+004, -1.948670E+006
  8.670000E-006, -9.784886E+005, -4.264205E+005, -5.520681E+005
  8.680000E-006, -2.917261E+006, -3.169655E+006,  2.523946E+005
  8.690000E-006, -2.297729E+006, -2.321104E+006,  2.337457E+004
  8.700000E-006,  9.080731E+005,  4.003499E+005,  5.077232E+005
  8.710000E-006, -6.612523E+005,  6.874097E+005, -1.348662E+006
  8.720000E-006,  4.855123E+006,  3.508002E+006,  1.347121E+006
  8.730000E-006,  1.732156E+006,  2.923413E+006, -1.191257E+006
  8.740000E-006, -1.578773E+005, -1.512568E+005, -6.620543E+003
  8.750000E-006,  3.646676E+006,  5.283496E+006, -1.636820E+006
  8.760000E-006, -4.034563E+006, -5.066249E+006,  1.031686E+006
  8.770000E-006, -3.997356E+006, -4.330462E+006,  3.331066E+005
  8.780000E-006,  2.009657E+006,  8.011889E+005,  1.208468E+006
  8.790000E-006, -2.159623E+006, -2.649097E+006,  4.894746E+005
  8.800000E-006, -4.015476E+006, -3.725309E+006, -2.901675E+005
  8.810000E-006,  2.626018E+006,  1.291166E+005,  2.496901E+006
  8.820000E-006, -6.756110E+005, -1.032703E+006,  3.570921E+005
  8.830000E-006, -2.761984E+006, -1.465985E+006, -1.295999E+006
  8.840000E-006,  3.427860E+006,  1.731369E+006,  1.696491E+006
  8.850000E-006, -1.575002E+006, -1.408397E+006, -1.666053E+005
  8.860000E-006, -1.004383E+006,  2.630580E+005, -1.267441E+006
  8.870000E-006, -4.716820E+006, -2.215773E+006, -2.501047E+006
  8.880000E-006,  3.642804E+006,  2.061540E+006,  1.581264E+006
  8.890000E-006, -2.311079E+006, -2.781838E+006,  4.707592E+005
  8.900000E-006,  2.205031E+006,  2.886828E+006, -6.817968E+005
  8.910000E-006, -2.391596E+006, -2.844426E+006,  4.528305E+005
  8.920000E-006,  2.938477E+006,  4.794721E+006, -1.856244E+006
  8.930000E-006, -8.698207E+005, -5.187120E+005, -3.511087E+005
  8.940000E-006,  5.254489E+006,  2.365005E+006,  2.889484E+006
  8.950000E-006, -2.790894E+006, -3.217605E+005, -2.469134E+006
  8.960000E-006,  1.561608E+005, -2.481218E+005,  4.042826E+005
  8.970000E-006, -3.251252E+006, -5.253284E+006,  2.002032E+006
  8.980000E-006, -6.037151E+005,  7.680874E+004, -6.805238E+005
  8.990000E-006, -2.400934E+006, -6.520044E+005, -1.748930E+006
  9.000000E-006, -2.322529E+006, -2.575904E+006,  2.533745E+005
  9.010000E-006,  2.965963E+006,  2.881889E+006,  8.407389E+004
  9.020000E-006,  6.340040E+005,  8.718846E+005, -2.378806E+005
  9.030000E-006,  3.178358E+006,  1.629277E+006,  1.549081E+006
  9.040000E-006, -6.202184E+005, -6.303909E+005,  1.017256E+004
  9.050000E-006, -4.138945E+006, -1.744870E+006, -2.394075E+006
  9.060000E-006,  3.763210E+005, -3.278764E+005,  7.041973E+005
  9.070000E-006, -2.730814E+006, -2.176269E+006, -5.545452E+005
  9.080000E-006, -3.736209E+005,  4.063442E+005, -7.799651E+005
  9.090000E-006, -2.652753E+006, -3.629819E+006,  9.770660E+005
  9.100000E-006,  6.616408E+006,  3.146518E+006,  3.469890E+006
  9.110000E-006, -2.303849E+006, -2.337609E+005, -2.070088E+006
  9.120000E-006, -9.925885E+005, -2.109314E+006,  1.116726E+006
  9.130000E-006,  1.130643E+006, -9.216638E+005,  2.052307E+006
  9.140000E-006,  3.786947E+006,  2.662871E+006,  1.124077E+006
  9.150000E-006, -2.027158E+005, -1.617166E+006,  1.414450E+006
  9.160000E-006,  6.177545E+005,  3.426250E+005,  2.751295E+005
  9.170000E-006, -1.225751E+005, -1.446311E+005,  2.205601E+004
  9.180000E-006, -5.749037E+005, -4.698479E+005, -1.050558E+005
  9.190000E-006, -1.519868E+006, -1.854314E+006,  3.344458E+005
  9.200000E-006, -1.866323E+005,  6.630575E+004, -2.529381E+005
  9.210000E-006, -4.058418E+006, -1.716280E+006, -2.342138E+006
  9.220000E-006,  2.390618E+005,  3.564433E+005, -1.173815E+005
  9.230000E-006,  6.581984E+006,  2.701896E+006,  3.880088E+006
  9.240000E-006, -8.221421E+005, -2.117022E+006,  1.294880E+006
  9.250000E-006,  6.043500E+005, -1.741052E+006,  2.345402E+006
  9.260000E-006,  1.474982E+005,  5.076169E+005, -3.601187E+005
  9.270000E-006, -5.056000E+006, -4.243731E+006, -8.122697E+005
  9.280000E-006,  2.367487E+006,  1.404662E+006,  9.628246E+005
  9.290000E-006,  3.291391E+006,  1.766220E+006,  1.525171E+006
  9.300000E-006,  5.533355E+005, -5.311951E+005,  1.084531E+006
  9.310000E-006,  1.731147E+005,  1.698221E+006, -1.525106E+006
  9.320000E-006, -4.396641E+006, -3.035911E+006, -1.360731E+006
  9.330000E-006, -2.355638E+006,  6.054115E+004, -2.416180E+006
  9.340000E-006, -2.999024E+006, -9.674697E+005, -2.031554E+006
  9.350000E-006, -6.386147E+006, -4.042501E+006, -2.343646E+006
  9.360000E-006,  1.094408E+006, -8.264147E+005,  1.920823E+006
  9.370000E-006,  2.214057E+005, -9.241360E+005,  1.145542E+006
  9.380000E-006, -1.930661E+006, -8.849073E+004, -1.842171E+006
  9.390000E-006,  1.451155E+006,  2.566931E+006, -1.115776E+006
  9.400000E-006,  2.222932E+006,  4.648410E+005,  1.758091E+006
  9.410000E-006, -1.492024E+006, -4.765244E+005, -1.015500E+006
  9.420000E-006, -2.708856E+006, -1.090193E+006, -1.618663E+006
  9.430000E-006,  2.024934E+006,  3.974236E+005,  1.627511E+006
  9.440000E-006,  3.528830E+006,  2.245674E+006,  1.283157E+006
  9.450000E-006,  6.187588E+006,  2.029179E+006,  4.158409E+006
  9.460000E-006, -3.695945E+006, -2.893058E+006, -8.028866E+005
  9.470000E-006,  1.397638E+006, -4.208305E+005,  1.818469E+006
  9.480000E-006, -3.784254E+006, -3.560694E+006, -2.235605E+005
  9.490000E-006,  4.349991E+006,  3.021871E+006,  1.328119E+006
  9.500000E-006,  9.483778E+005,  2.684142E+006, -1.735764E+006
  9.510000E-006,  5.479162E+005, -8.355600E+005,  1.383476E+006
  9.520000E-006,  1.204793E+006,  3.505784E+004,  1.169735E+006
  9.530000E-006,  1.215798E+006,  1.348122E+006, -1.323239E+005
  9.540000E-006, -5.091470E+006, -3.206988E+006, -1.884482E+006
  9.550000E-006,  6.885605E+005,  1.529405E+006, -8.408441E+005
  9.560000E-006,  4.232875E+006,  2.278365E+006,  1.954510E+006
  9.570000E-006,  6.944004E+004,  2.503539E+005, -1.809139E+005
  9.580000E-006,  3.072321E+005,  1.087398E+006, -7.801659E+005
  9.590000E-006,  1.292922E+006, -3.021266E+006,  4.314188E+006
  9.600000E-006, -1.260631E+006,  1.622218E+006, -2.882850E+006
  9.610000E-006, -8.028641E+005, -8.027053E+005, -1.587901E+002
  9.620000E-006,  6.322828E+006,  6.946552E+006, -6.237241E+005
  9.630000E-006,  2.542157E+006,  1.443000E+006,  1.099157E+006
  9.640000E-006,  1.837263E+006,  3.509184E+005,  1.486345E+006
  9.650000E-006, -1.685022E+006, -5.402175E+005, -1.144805E+006
  9.660000E-006,  2.652656E+006, -6.998258E+005,  3.352481E+006
  9.670000E-006, -4.032455E+006, -9.901432E+005, -3.042312E+006
  9.680000E-006, -3.442954E+006, -6.247801E+006,  2.804847E+006
  9.690000E-006, -1.247154E+006,  2.525963E+006, -3.773116E+006
  9.700000E-006, -5.552293E+005, -4.660870E+005, -8.914235E+004
  9.710000E-006, -1.828147E+006, -3.545391E+006,  1.717244E+006
  9.720000E-006,  3.011953E+006,  7.952279E+003,  3.004000E+006
  9.730000E-006,  2.521049E+006,  3.956159E+006, -1.435110E+006
  9.740000E-006,  3.537569E+005, -4.075389E+005,  7.612958E+005
  9.750000E-006,  2.470134E+006,  2.086520E+006,  3.836139E+005
  9.760000E-006,  3.994173E+006,  2.705410E+006,  1.288763E+006
  9.770000E-006, -4.207449E+006, -3.689879E+006, -5.175696E+005
  9.780000E-006, -4.266280E+005, -2.028338E+006,  1.601710E+006
  9.790000E-006,  2.610958E+005,  3.710309E+006, -3.449213E+006
  9.800000E-006,  8.080976E+004,  5.954535E+005, -5.146438E+005
  9.810000E-006, -7.083478E+006, -2.865056E+006, -4.218422E+006
  9.820000E-006, -2.516182E+006, -1.076755E+006, -1.439427E+006
  9.830000E-006,  1.925165E+006,  1.283169E+006,  6.419963E+005
  9.840000E-006, -1.796051E+005,  1.221087E+005, -3.017139E+005
  9.850000E-006,  2.344589E+004,  4.729418E+005, -4.494959E+005
  9.860000E-006,  2.843295E+006,  2.199331E+006,  6.439637E+005
  9.870000E-006,  2.490435E+006,  3.197323E+006, -7.068883E+005
  9.880000E-006,  1.261709E+006,  4.545856E+005,  8.071239E+005
  9.890000E-006, -2.157142E+006,  8.464030E+005, -3.003545E+006
  9.900000E-006,  3.007182E+006,  7.835810E+005,  2.223601E+006
  9.910000E-006,  3.259600E+006, -7.145474E+004,  3.331055E+006
  9.920000E-006, -2.073933E+005, -2.837729E+006,  2.630335E+006
  9.930000E-006, -2.995011E+006, -3.141405E+006,  1.463936E+005
  9.940000E-006, -1.267897E+006,  1.661602E+006, -2.929499E+006
  9.950000E-006,  1.922847E+006,  1.091668E+006,  8.311794E+005
  9.960000E-006,  1.582454E+006,  3.102690E+006, -1.520236E+006
  9.970000E-006,  2.546124E+006,  2.811855E+006, -2.657312E+005
  9.980000E-006, -2.438268E+006, -6.336713E+005, -1.804597E+006
  9.990000E-006,  3.482447E+006,  3.042991E+006,  4.394561E+005
  1.000000E-005,  3.267901E+006,  3.944334E+006, -6.764327E+005
